Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,PromotionStagnation,IncomePerYearExp,CompanyTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
33,1,15,1,2,3,3,13610,7,1,12,4,0,2,4,6,0.875,850.625,0.4375,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
33,1,10,1,1,1,4,3408,7,0,13,1,3,2,3,3,0.2,378.6666666666667,0.4444444444444444,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
30,0,7,1,4,3,2,2983,0,0,14,1,0,3,3,2,0.25,596.6,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
35,0,16,3,4,3,3,7632,4,1,12,3,0,2,3,7,0.0,693.8181818181819,0.7272727272727273,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,1,20,3,1,3,3,9824,3,0,12,1,0,2,3,0,0.0,755.6923076923077,0.07692307692307693,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,1,23,3,2,3,1,9950,9,1,15,3,3,2,3,2,0.0,829.1666666666666,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,0,5,2,2,3,3,2093,4,0,17,4,1,4,3,2,0.6666666666666666,232.55555555555554,0.2222222222222222,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
36,0,10,4,2,3,4,9980,1,0,14,4,0,3,2,3,0.8181818181818182,907.2727272727273,0.9090909090909091,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
22,1,4,1,3,2,3,3894,5,0,16,3,0,3,3,2,0.3333333333333333,778.8,0.4,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
48,0,2,5,2,3,4,4051,2,0,14,1,1,2,3,7,0.6,270.06666666666666,0.6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,0,18,5,1,3,2,16835,3,0,23,4,0,2,3,9,0.6363636363636364,443.0263157894737,0.2631578947368421,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,0,10,2,4,3,4,6230,7,0,14,4,0,3,3,3,0.06666666666666667,366.47058823529414,0.8235294117647058,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,0,1,3,2,3,3,4717,9,0,11,3,0,2,3,9,0.5,294.8125,0.6875,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
40,0,6,3,2,3,3,13237,7,0,15,3,0,3,3,6,0.23809523809523808,575.5217391304348,0.8695652173913043,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,0,8,1,3,3,3,3755,1,0,11,1,1,3,3,3,0.0,417.22222222222223,0.8888888888888888,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,2,1,2,3,4,6582,4,1,13,3,0,2,4,5,0.0,598.3636363636364,0.5454545454545454,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,0,24,3,4,3,1,7406,1,1,21,4,1,5,2,9,0.45454545454545453,673.2727272727273,0.9090909090909091,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
45,0,2,3,4,3,2,4805,0,0,19,2,1,3,4,7,0.3333333333333333,480.5,0.8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
26,1,17,4,2,3,3,2741,0,1,11,2,1,2,2,7,0.125,304.55555555555554,0.7777777777777778,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,0,19,3,4,3,4,4262,4,0,12,2,2,2,4,2,0.25,473.55555555555554,0.3333333333333333,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
33,0,1,5,1,4,3,16184,4,0,19,3,1,2,3,1,0.0,1471.2727272727273,0.5454545454545454,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0,7,3,3,2,4,11557,9,0,21,3,1,3,2,4,0.0,1050.6363636363637,0.45454545454545453,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18,1,5,3,2,3,2,1878,1,1,14,4,0,3,3,0,0.0,1878.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
40,0,28,3,3,1,1,10932,3,0,15,3,1,2,3,0,0.0,520.5714285714286,0.047619047619047616,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
41,0,2,4,1,2,3,6811,2,1,17,1,0,3,3,7,0.0,619.1818181818181,0.7272727272727273,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,0,29,2,1,3,3,4306,5,0,12,1,2,5,3,0,0.0,478.44444444444446,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0,1,3,1,3,3,4859,1,0,16,4,0,3,3,4,0.0,809.8333333333334,0.8333333333333334,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,21,4,4,4,4,5337,1,0,12,4,0,3,3,7,0.45454545454545453,485.1818181818182,0.9090909090909091,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26,1,24,3,3,1,4,2340,1,1,18,2,0,3,1,0,0.0,1170.0,0.5,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
37,0,1,3,2,3,4,7491,4,0,17,4,0,3,4,5,0.14285714285714285,576.2307692307693,0.46153846153846156,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,0,18,1,1,3,3,10527,5,0,11,4,0,3,2,2,0.3333333333333333,363.0,0.06896551724137931,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
41,0,2,5,2,3,1,16595,7,0,16,2,1,2,3,16,0.5789473684210527,721.5217391304348,0.782608695652174,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,9,4,1,3,2,8834,1,0,13,4,1,6,3,5,0.7,883.4,0.9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
52,0,6,2,4,3,1,5577,3,1,12,2,2,3,3,9,0.5454545454545454,293.5263157894737,0.5263157894736842,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
32,1,11,4,4,4,3,4707,8,0,12,4,0,2,3,2,0.2,672.4285714285714,0.5714285714285714,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
24,0,24,3,4,3,4,2400,0,0,13,3,2,3,3,2,0.6666666666666666,600.0,0.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
38,0,10,3,3,3,3,9824,3,0,19,3,1,4,3,0,0.0,517.0526315789474,0.05263157894736842,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,0,1,4,2,3,2,6447,6,0,12,2,1,2,2,5,0.5714285714285714,716.3333333333334,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49,0,18,4,4,2,3,19502,1,1,17,3,1,5,3,9,0.0,609.4375,0.96875,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,0,23,3,2,4,4,2725,1,1,11,2,2,3,3,5,0.14285714285714285,389.2857142857143,0.8571428571428571,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
26,0,28,2,1,3,2,6272,1,0,20,4,2,5,4,3,0.16666666666666666,896.0,0.7142857142857143,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
24,0,17,2,4,2,2,2127,1,0,21,4,1,2,3,0,0.0,1063.5,0.5,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
50,0,3,3,1,3,2,18200,1,0,11,3,1,2,3,5,0.30303030303030304,551.5151515151515,0.9696969696969697,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
25,0,13,1,2,3,3,2096,1,0,11,3,0,1,3,4,0.0,262.0,0.875,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
24,1,7,3,1,3,3,2886,1,1,16,4,1,4,3,3,0.14285714285714285,412.2857142857143,0.8571428571428571,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,1,12,4,2,2,1,2033,1,0,18,3,1,2,4,0,0.0,1016.5,0.5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
34,0,1,2,2,2,4,3622,1,1,13,4,1,3,3,5,0.14285714285714285,517.4285714285714,0.8571428571428571,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,1,13,4,2,3,1,4233,2,0,17,3,0,2,1,1,0.25,423.3,0.3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0,25,2,1,2,4,3681,4,0,14,4,0,3,3,2,0.0,368.1,0.3,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
31,0,6,4,1,4,4,5460,4,0,22,4,2,4,4,7,0.625,390.0,0.5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
27,0,6,4,1,2,3,2187,0,0,12,3,2,5,2,3,0.0,312.42857142857144,0.7142857142857143,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,2,3,4,3,3,9602,4,1,11,3,1,3,2,0,0.25,533.4444444444445,0.16666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
20,0,1,3,4,2,2,2836,1,0,13,4,0,0,4,0,0.0,1418.0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,2,4,3,3,4,4089,1,0,13,2,2,4,3,2,0.18181818181818182,371.72727272727275,0.9090909090909091,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,0,6,4,2,2,4,16627,4,1,14,3,1,3,2,0,0.0,755.7727272727273,0.045454545454545456,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
38,0,1,1,3,3,1,2619,3,0,17,4,0,3,2,0,0.0,291.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,9,5,4,3,3,5679,3,1,13,2,1,3,3,7,0.4444444444444444,516.2727272727273,0.7272727272727273,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
48,0,1,4,4,2,1,15402,7,0,11,1,1,3,1,2,0.0,700.0909090909091,0.13636363636363635,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
44,0,1,4,1,2,3,5985,4,0,11,2,0,1,4,2,0.0,544.0909090909091,0.18181818181818182,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,0,14,3,3,3,3,2579,1,1,18,4,2,3,3,2,0.0,286.55555555555554,0.8888888888888888,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,1,2,1,3,3,1,3041,0,0,11,2,1,3,3,3,0.0,506.8333333333333,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21,0,22,1,3,3,3,3447,1,0,11,3,0,2,3,2,0.25,861.75,0.75,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
44,0,3,4,4,3,4,19513,4,1,12,1,1,2,4,2,0.0,722.7037037037037,0.07407407407407407,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
22,0,6,1,1,3,3,2773,0,0,20,4,0,3,3,2,0.6666666666666666,693.25,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
33,0,8,4,3,3,3,7104,0,0,12,4,0,3,3,0,0.16666666666666666,1014.8571428571429,0.7142857142857143,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,0,9,4,1,3,4,6322,1,1,12,4,1,2,2,4,0.0,903.1428571428571,0.8571428571428571,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,3,3,3,3,3,2083,1,0,20,3,1,2,3,0,0.0,1041.5,0.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,0,1,1,4,3,1,8381,7,0,20,4,0,2,4,7,0.5333333333333333,441.10526315789474,0.7368421052631579,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,1,5,2,3,4,2691,1,0,12,4,1,4,2,9,0.7272727272727273,244.63636363636363,0.9090909090909091,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
45,1,26,4,1,3,1,4286,2,0,14,4,2,4,3,1,0.0,714.3333333333334,0.16666666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26,0,6,3,3,3,4,2659,1,1,13,3,1,2,3,2,0.0,664.75,0.75,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,3,3,3,3,3,9434,1,0,15,3,1,2,3,7,0.6363636363636364,857.6363636363636,0.9090909090909091,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
29,0,3,2,2,3,3,5561,1,0,14,1,1,5,2,0,0.14285714285714285,794.4285714285714,0.8571428571428571,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,6,4,2,1,4,6646,1,0,13,2,0,3,3,11,0.6111111111111112,369.22222222222223,0.9444444444444444,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
33,0,6,3,3,3,4,7725,3,0,23,3,1,2,1,11,0.2857142857142857,482.8125,0.8125,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,0,19,4,3,3,2,10725,2,0,15,3,1,1,4,7,0.7,630.8823529411765,0.5294117647058824,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
36,0,9,2,2,2,2,8847,2,1,11,3,1,2,3,2,0.0,631.9285714285714,0.21428571428571427,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
27,0,3,4,1,2,4,2045,0,0,13,4,0,0,3,2,0.2,340.8333333333333,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
20,1,10,1,4,3,3,1009,1,1,11,4,0,5,3,0,0.5,504.5,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
33,1,3,3,1,3,1,3348,1,1,11,1,0,3,3,8,0.8181818181818182,304.3636363636364,0.9090909090909091,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,0,3,3,3,2,3,1281,1,0,18,3,2,3,3,0,0.0,640.5,0.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,0,4,3,1,4,1,2819,2,0,16,1,1,3,4,2,0.0,469.8333333333333,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
25,0,8,3,4,4,2,4851,0,0,22,3,1,4,3,2,0.25,970.2,0.6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
38,0,7,4,4,2,4,4028,0,0,20,1,0,2,3,7,0.0,447.55555555555554,0.7777777777777778,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,1,4,2,1,4,2720,1,0,18,4,1,5,3,7,0.18181818181818182,247.27272727272728,0.9090909090909091,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,0,2,1,2,4,2,8120,3,0,12,4,0,3,3,2,0.6666666666666666,624.6153846153846,0.15384615384615385,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
27,0,3,1,4,4,4,4647,1,1,20,2,2,3,3,5,0.0,663.8571428571429,0.8571428571428571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,0,10,2,4,4,4,4680,3,0,17,1,0,2,3,0,0.0,936.0,0.2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50,0,28,1,4,4,3,3221,1,1,11,3,3,3,3,8,0.14285714285714285,153.38095238095238,0.9523809523809523,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
34,0,9,3,4,2,2,8621,1,0,14,2,0,3,4,7,0.7777777777777778,862.1,0.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,3,2,1,3,3,4577,9,0,14,1,0,3,3,2,0.6666666666666666,915.4,0.4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0,2,4,4,2,3,4553,1,0,11,1,0,4,3,7,0.5238095238095238,216.8095238095238,0.9523809523809523,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,0,10,3,4,3,4,5396,1,0,12,4,0,2,2,7,0.0,490.54545454545456,0.9090909090909091,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
50,1,8,2,2,3,3,6796,3,1,14,1,1,4,3,3,0.2,357.6842105263158,0.21052631578947367,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
38,0,1,4,2,4,4,7625,0,0,13,3,0,4,2,7,0.1,693.1818181818181,0.8181818181818182,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,0,1,2,3,3,1,7412,1,0,11,4,0,3,3,7,0.0,741.2,0.9,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,0,3,2,3,3,4,11159,3,0,15,4,0,6,3,7,0.875,1014.4545454545455,0.6363636363636364,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47,0,14,4,4,3,1,4960,2,0,12,4,0,2,3,7,0.125,236.1904761904762,0.3333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
40,0,5,4,4,2,1,10475,5,1,21,3,1,2,3,13,0.05263157894736842,498.8095238095238,0.8571428571428571,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
53,0,7,3,3,4,3,14814,3,0,19,3,0,3,3,1,0.16666666666666666,448.90909090909093,0.15151515151515152,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
41,0,10,4,2,2,4,19141,3,0,15,2,3,2,2,6,0.5454545454545454,797.5416666666666,0.875,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
60,0,16,4,1,3,1,5405,8,0,14,4,0,1,3,2,0.6666666666666666,491.3636363636364,0.18181818181818182,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,0,10,2,4,3,1,8793,1,0,21,3,2,4,2,7,0.1,879.3,0.9,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41,0,1,3,4,2,3,19189,1,0,12,2,1,3,3,7,0.08695652173913043,834.304347826087,0.9565217391304348,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50,0,8,4,4,3,2,3875,7,0,15,4,1,2,3,2,0.6666666666666666,775.0,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
28,1,1,2,1,1,2,2216,7,1,13,4,0,4,3,7,0.375,201.45454545454547,0.6363636363636364,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,8,3,1,4,1,11713,9,0,14,1,1,2,3,7,0.0,1064.8181818181818,0.7272727272727273,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,0,1,3,3,3,3,7861,4,1,14,4,0,4,4,0,0.0,714.6363636363636,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,24,3,1,1,3,3708,2,0,14,3,0,5,3,2,0.16666666666666666,370.8,0.5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
47,0,3,3,4,3,3,13770,9,1,12,4,2,2,2,2,0.4782608695652174,474.82758620689657,0.7586206896551724,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,27,5,3,3,4,5304,7,0,23,4,1,2,2,7,0.7777777777777778,482.1818181818182,0.7272727272727273,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,0,10,3,3,3,3,2642,1,0,11,3,0,6,3,0,0.0,1321.0,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
42,1,19,3,3,4,3,2759,6,1,12,4,0,2,3,2,0.6666666666666666,344.875,0.25,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43,0,15,3,4,2,4,6804,3,0,18,3,1,5,3,2,0.6666666666666666,850.5,0.25,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
34,0,8,2,2,3,3,6142,3,0,11,4,0,2,3,1,0.6666666666666666,558.3636363636364,0.45454545454545453,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,0,9,1,2,3,1,2500,1,0,14,4,1,2,4,3,0.0,416.6666666666667,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
39,0,3,3,3,4,2,6389,9,0,15,3,1,3,1,3,0.3333333333333333,491.46153846153845,0.6153846153846154,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56,0,9,3,3,3,4,11103,7,0,11,3,0,1,2,7,0.09090909090909091,358.16129032258067,0.3225806451612903,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,2,1,4,2,4,2342,0,1,20,4,0,2,2,2,0.4,390.3333333333333,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
27,0,7,3,4,2,1,6811,8,0,19,1,0,2,1,6,0.0,681.1,0.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,10,3,4,3,2,2297,1,0,14,4,2,2,3,2,0.6666666666666666,765.6666666666666,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53,0,6,3,4,3,4,2450,2,0,17,4,0,4,3,2,0.6666666666666666,122.5,0.1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
35,0,2,4,4,3,1,5093,2,0,11,1,1,2,4,0,0.0,299.5882352941176,0.058823529411764705,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,24,4,1,3,4,5309,1,0,15,4,2,2,3,8,0.36363636363636365,482.6363636363636,0.9090909090909091,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
38,0,2,5,4,3,3,3057,6,1,13,2,1,0,1,0,0.0,436.7142857142857,0.14285714285714285,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
34,0,8,5,2,3,1,5121,3,0,14,3,1,3,3,0,0.0,640.125,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,0,3,4,3,2,1,16856,1,0,11,1,0,3,4,6,0.02857142857142857,481.6,0.9714285714285714,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
33,1,1,4,4,3,4,2686,1,1,13,3,0,2,2,9,0.6363636363636364,244.1818181818182,0.9090909090909091,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
25,0,26,1,3,3,4,6180,1,0,23,2,0,5,2,5,0.14285714285714285,882.8571428571429,0.8571428571428571,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
45,0,2,2,2,1,3,6632,0,0,13,1,0,3,3,7,0.3333333333333333,663.2,0.8,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
23,0,10,1,1,4,3,3505,1,0,18,4,0,3,3,2,0.0,1168.3333333333333,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
47,1,27,2,2,4,3,6397,4,1,12,4,0,2,3,4,0.16666666666666666,710.7777777777778,0.5555555555555556,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,2,3,4,3,4,6274,1,0,22,3,0,5,3,5,0.14285714285714285,896.2857142857143,0.8571428571428571,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
55,1,2,3,4,3,1,19859,5,1,13,4,1,2,3,2,0.16666666666666666,794.36,0.2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
36,0,8,4,1,2,1,7587,1,0,15,2,0,1,3,7,0.0,689.7272727272727,0.9090909090909091,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
52,0,19,4,4,3,4,4258,0,0,18,1,1,3,3,3,0.2,709.6666666666666,0.6666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
26,0,1,2,1,1,4,4364,3,0,14,1,1,2,3,2,0.6666666666666666,727.3333333333334,0.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,0,27,3,2,3,3,4335,4,0,12,1,1,3,2,7,0.1111111111111111,361.25,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,1,8,3,4,2,1,5326,6,0,17,3,0,2,2,3,0.2,760.8571428571429,0.5714285714285714,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
34,0,1,4,2,4,4,3280,2,0,16,3,0,2,3,2,0.2,298.1818181818182,0.36363636363636365,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,0,19,4,4,3,1,5485,9,1,11,2,2,4,3,3,0.16666666666666666,548.5,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,8,1,3,3,4,4342,0,0,19,2,1,3,3,2,0.2,723.6666666666666,0.6666666666666666,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,0,10,1,4,3,1,2782,0,1,13,2,2,3,2,3,0.6666666666666666,397.42857142857144,0.7142857142857143,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,0,2,4,1,4,1,5980,6,1,12,4,0,2,3,7,0.25,332.22222222222223,0.8333333333333334,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,0,2,4,3,2,1,4381,1,0,11,3,0,3,3,5,0.14285714285714285,625.8571428571429,0.8571428571428571,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
